Year,Date,Date_Ref,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,Sub-Measure,Variable,Geographic_Requirements,Geographic_Requirements_Text,Age_Requirements,Age_Requirements_Text,RQUIT_Requirements,RQUIT_Requirements_Text,Insurance_Requirements,Insurance_Requirements_Text,Pregnancy_Requirements,Pregnancy_Requirements_Text,Other_Requirements,Other_Requirements_Text,Unlimited_Sessions_Offered,Number_of_Sessions_Offered,Comments,GeoLocation,TopicTypeId,TopicId,MeasureID,SOURCE,SubMeasureID,DisplayOrder
2011,3,Jul-Sep,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Underinsured,Yes,Resident of state,No,,No,,Yes,Underinsured,No,,No,,No,5,,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,4,Oct-Dec,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,15 years and older,No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,3,Jul-Sep,ND,North Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,14 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(47.47531977900047, -100.11842104899966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,NH,New Hampshire,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,5,,"(43.65595011300047, -71.50036091999965)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,ND,North Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,14 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(47.47531977900047, -100.11842104899966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,4,Oct-Dec,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Underinsured,Yes,Resident of state,No,,No,,Yes,Underinsured,No,,No,,No,5,,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,No,,No,,Yes,Uninsured,No,,No,,No,5,,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,6,Jan-Jun,ID,Idaho,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,No,,No,,Yes,Pregnant,No,,No,9,5 calls during pregnancy; 4 calls postpartum.,"(43.682630005000476, -114.3637300419997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,4,Oct-Dec,SD,South Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers who have used the quitline 3 times or more,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,Yes,Callers who have used the quitline 3 times or more,No,1,,"(44.353130053000484, -100.3735306369997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older (parental consent required for callers ages 13-17),No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,3,Jul-Sep,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,1,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Uninsured,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,Parental consent required for callers under age 18,No,,No,,Yes,Pregnant,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,2,Apr-Jun,NM,New Mexico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,5,,"(34.52088095200048, -106.24058098499967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,ID,Idaho,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,18 years and older,No,,No,,Yes,Pregnant,No,,No,10,Calls concentrated around time of birth,"(43.682630005000476, -114.3637300419997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,4,Oct-Dec,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Cancer patients,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,Yes,Cancer patients,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,2,Apr-Jun,PR,Puerto Rico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,12,,"(18.220833, -66.590149)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,2,Apr-Jun,KY,Kentucky,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,15 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(37.645970271000465, -84.77497104799966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,NM,New Mexico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,5,Participants can call in for additional support,"(34.52088095200048, -106.24058098499967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,WI,Wisconsin,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,13 years and older,No,,Yes,Uninsured,No,,No,,No,5,Limited time offer until funds run out,"(44.39319117400049, -89.81637074199966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,1,Jan-Mar,MD,Maryland,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers ages 18 years and older,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(39.29058096400047, -76.60926011099963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,Private insurance,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Private insurance,No,,No,,No,1,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,3,Jul-Sep,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Cancer patients,Yes,Resident of state,No,,Yes,Next 30 days or already quit (within the last 30 days),No,,No,,Yes,Cancer patients,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,4,Oct-Dec,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,12 years and older,No,,No,,Yes,Pregnant,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,2,Apr-Jun,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Veterans,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,Yes,Veterans,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,3,Jul-Sep,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicare,Yes,Resident of state,Yes,13 years and older,No,,Yes,Medicare,No,,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,2,Apr-Jun,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Postpartum,Yes,Resident of state,Yes,15 years and older,No,,No,,Yes,Pregnant/Postpartum,No,,No,9,5 calls during pregnancy; 4 calls postpartum,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,4,Oct-Dec,AZ,Arizona,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,Yes,,,"(34.865970280000454, -111.76381127699972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,12,Jul-Dec,FL,Florida,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,11 years and older,No,,No,,No,,No,,No,3,,"(28.932040377000476, -81.92896053899966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,3,Jul-Sep,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Uninsured,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,4,Oct-Dec,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,Yes,Medicaid,No,,No,,No,5,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,4,Oct-Dec,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,6-months postpartum women,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,6-months postpartum women,No,,No,5,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,TX,Texas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(31.827240407000488, -99.42677020599967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,3,Jul-Sep,TN,Tennessee,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,8,,"(35.68094058000048, -85.77449091399967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,PA,Pennsylvania,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,14 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(40.79373015200048, -77.86070029399963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,2,Apr-Jun,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Prenatal,Yes,Resident of state,No,,Yes,Next 30 days,No,,Yes,Pregnant/Prenatal,No,,No,9,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,3,Jul-Sep,IA,Iowa,Quitline,Services Available,Counseling,Amount of Counseling Offered,American Indian Program,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,10,,"(42.46940091300047, -93.81649055599968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,AL,Alabama,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,No,,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(32.84057112200048, -86.63186076199969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,12,Jul-Dec,NY,New York,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,2,,"(42.82700103200045, -75.54397042699964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,MO,Missouri,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,Yes,Medicaid,No,,No,,No,4,,"(38.635790776000476, -92.56630005299968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,HI,Hawaii,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(21.304850435000446, -157.85774940299973)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,2,Apr-Jun,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid: Pregnant,Yes,Resident of state,Yes,12 years and older,Yes,Next 30 days or already quit,Yes,Medicaid,Yes,Pregnant,No,,No,8,MD may request additional counseling sessions,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,6,Jan-Jun,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,1,All callers qualify for at least one counseling session,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,1,Jan-Mar,NH,New Hampshire,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,6,,"(43.65595011300047, -71.50036091999965)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,2,Apr-Jun,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Select special population groups,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,Yes,Select special population groups,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,1,Jan-Mar,TN,Tennessee,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(35.68094058000048, -85.77449091399967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,12,Jul-Dec,VA,Virginia,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(37.54268067400045, -78.45789046299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,3,Jul-Sep,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,3,Jul-Sep,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,Parental consent required for callers under age 18,No,,Yes,Uninsured,No,,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,2,Apr-Jun,WI,Wisconsin,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(44.39319117400049, -89.81637074199966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,2,Apr-Jun,GU,Guam,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Uninsured or select insurance,No,,No,,No,5,,"(13.444304, 144.793731)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,1,Jan-Mar,NC,North Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,"Private insurance where plan, employer, or county does not partner with QuitlineNC",Yes,Resident of state,No,,Yes,Next 30 days,Yes,"Private insurance where plan, employer, or county does not partner with QuitlineNC",No,,No,,No,1,,"(35.466220975000454, -79.15925046299964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,4,Oct-Dec,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicare,Yes,Resident of state,No,,Yes,Next 30 days,Yes,Medicare,No,,No,,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,WI,Wisconsin,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,13 years and older,No,,Yes,Uninsured,No,,No,,No,5,Limited time offer until funds run out,"(44.39319117400049, -89.81637074199966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,3,Jul-Sep,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Louisiana State employees,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,Yes,Louisiana State employees,No,5,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,3,Jul-Sep,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,13 years and older,No,,Yes,Medicaid,No,,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Veterans,Yes,Resident of state,No,,Yes,Next 30 days or already quit (within the last 30 days),No,,No,,Yes,Veterans,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Youth,Yes,Resident of state,Yes,Youth,No,,No,,No,,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,1,Jan-Mar,AR,Arkansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,5,,"(34.74865012400045, -92.27449074299966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,TX,Texas,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(31.827240407000488, -99.42677020599967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,4,Oct-Dec,CT,Connecticut,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(41.56266102000046, -72.64984095199964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,CAREAssist members (supplemental insurance for people with HIV/AIDS),Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,CAREAssist members (supplemental insurance for people with HIV/AIDS),No,,No,,No,4,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,1,Jan-Mar,SD,South Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers who have used the quitline fewer than 3 times,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,Yes,Callers who have used the quitline fewer than 3 times,No,5,,"(44.353130053000484, -100.3735306369997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,WY,Wyoming,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,12 years and older,No,,No,,Yes,Pregnant,No,,No,9,,"(43.23554134300048, -108.10983035299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,Not ready to quit in the next 30 days,Yes,Resident of state,No,,No,,No,,No,,No,,No,1,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicare,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicare,No,,No,,No,1,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,Helpline Specialist advised/offered,Yes,Resident of state,No,,No,,No,,No,,Yes,Helpline Specialist advised/offered,No,4,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,12,Jul-Dec,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,No,,No,,No,,Yes,Pregnant,No,,No,4,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,4,Oct-Dec,IL,Illinois,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,Yes,,,"(40.48501028300046, -88.99771017799969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,3,Jul-Sep,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers under 18 years old,Yes,Resident of state,Yes,Under 18,No,,No,,No,,No,,No,4,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,6,Jan-Jun,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Tobacco users not ready to quit,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
